ID,IDS,Sera,Ext_Tem (Celsius),Ext_Umi (%),Ext_Vvi (km/h),Histe,Refer:,Int_Tem,Histe,Refer:,Int_Umi (%),Int_Pu1 (%),Int_Pu2(%),App Timesstamp,Exact Timestamp
1,1002,Sera 2,11.2,0,0,1,22,14.8,0,0,84,0,0,9/13/2015 7:30,2015-09-13_07:29:51
1,1002,Sera 2,11.2,0,0,1,22,14.8,0,0,84,0,0,9/13/2015 7:30,2015-09-13_07:29:51
1,1002,Sera 2,11.2,0,0,1,22,14.8,0,0,84,0,0,9/13/2015 7:30,2015-09-13_07:29:51
1,1002,Sera 2,11.4,0,0,1,22,15.2,0,0,83,0,0,9/13/2015 7:45,2015-09-13_07:44:51
1,1002,Sera 2,11.4,0,0,1,22,15.2,0,0,83,0,0,9/13/2015 7:45,2015-09-13_07:44:51
1,1002,Sera 2,11.4,0,0,1,22,15.2,0,0,83,0,0,9/13/2015 7:45,2015-09-13_07:44:51
1,1002,Sera 2,12,0,0,1,22,15.7,0,0,80,0,0,9/13/2015 8:00,2015-09-13_07:59:51
1,1002,Sera 2,12,0,0,1,22,15.7,0,0,80,0,0,9/13/2015 8:00,2015-09-13_07:59:51
1,1002,Sera 2,12,0,0,1,22,15.7,0,0,80,0,0,9/13/2015 8:00,2015-09-13_07:59:51
1,1002,Sera 2,12.7,0,0,1,22,16.3,0,0,79,0,0,9/13/2015 8:15,2015-09-13_08:14:51
1,1002,Sera 2,12.7,0,0,1,22,16.3,0,0,79,0,0,9/13/2015 8:15,2015-09-13_08:14:51
1,1002,Sera 2,12.7,0,0,1,22,16.3,0,0,79,0,0,9/13/2015 8:15,2015-09-13_08:14:51
1,1002,Sera 2,13.2,0,0,1,22,17.1,0,0,76,0,0,9/13/2015 8:30,2015-09-13_08:29:51
1,1002,Sera 2,13.2,0,0,1,22,17.1,0,0,76,0,0,9/13/2015 8:30,2015-09-13_08:29:51
1,1002,Sera 2,13.2,0,0,1,22,17.1,0,0,76,0,0,9/13/2015 8:30,2015-09-13_08:29:51
1,1002,Sera 2,13.6,0,0,1,22,17.8,0,0,73,0,0,9/13/2015 8:45,2015-09-13_08:44:51
1,1002,Sera 2,13.6,0,0,1,22,17.8,0,0,73,0,0,9/13/2015 8:45,2015-09-13_08:44:51
1,1002,Sera 2,13.6,0,0,1,22,17.8,0,0,73,0,0,9/13/2015 8:45,2015-09-13_08:44:51
1,1002,Sera 2,14.1,0,0,1,22,18.5,0,0,71,0,0,9/13/2015 9:00,2015-09-13_08:59:51
1,1002,Sera 2,14.1,0,0,1,22,18.5,0,0,71,0,0,9/13/2015 9:00,2015-09-13_08:59:51
1,1002,Sera 2,14.1,0,0,1,22,18.5,0,0,71,0,0,9/13/2015 9:00,2015-09-13_08:59:51
1,1002,Sera 2,14.7,0,0,1,22,19.1,0,0,70,0,0,9/13/2015 9:15,2015-09-13_09:14:51
1,1002,Sera 2,14.7,0,0,1,22,19.1,0,0,70,0,0,9/13/2015 9:15,2015-09-13_09:14:51
1,1002,Sera 2,14.7,0,0,1,22,19.1,0,0,70,0,0,9/13/2015 9:15,2015-09-13_09:14:51
1,1002,Sera 2,15.2,0,0,1,22,19.9,0,0,67,0,0,9/13/2015 9:30,2015-09-13_09:29:51
1,1002,Sera 2,15.2,0,0,1,22,19.9,0,0,67,0,0,9/13/2015 9:30,2015-09-13_09:29:51
1,1002,Sera 2,15.2,0,0,1,22,19.9,0,0,67,0,0,9/13/2015 9:30,2015-09-13_09:29:51
1,1002,Sera 2,15.7,0,0,1,22,20.4,0,0,65,0,0,9/13/2015 9:45,2015-09-13_09:44:51
1,1002,Sera 2,15.7,0,0,1,22,20.4,0,0,65,0,0,9/13/2015 9:45,2015-09-13_09:44:51
1,1002,Sera 2,15.7,0,0,1,22,20.4,0,0,65,0,0,9/13/2015 9:45,2015-09-13_09:44:51
1,1002,Sera 2,15.4,0,0,1,22,20.3,0,0,66,0,0,9/13/2015 10:00,2015-09-13_09:59:51
1,1002,Sera 2,15.4,0,0,1,22,20.3,0,0,66,0,0,9/13/2015 10:00,2015-09-13_09:59:51
1,1002,Sera 2,15.4,0,0,1,22,20.3,0,0,66,0,0,9/13/2015 10:00,2015-09-13_09:59:51
1,1002,Sera 2,15.6,0,0,1,22,20.4,0,0,65,0,0,9/13/2015 10:15,2015-09-13_10:14:51
1,1002,Sera 2,15.6,0,0,1,22,20.4,0,0,65,0,0,9/13/2015 10:15,2015-09-13_10:14:51
1,1002,Sera 2,15.6,0,0,1,22,20.4,0,0,65,0,0,9/13/2015 10:15,2015-09-13_10:14:51
1,1002,Sera 2,15.8,0,0,1,22,21,0,0,64,0,0,9/13/2015 10:30,2015-09-13_10:29:51
1,1002,Sera 2,15.8,0,0,1,22,21,0,0,64,0,0,9/13/2015 10:30,2015-09-13_10:29:51
1,1002,Sera 2,15.8,0,0,1,22,21,0,0,64,0,0,9/13/2015 10:30,2015-09-13_10:29:51
1,1002,Sera 2,16.4,0,0,1,22,21.9,0,0,60,0,0,9/13/2015 10:45,2015-09-13_10:44:51
1,1002,Sera 2,16.4,0,0,1,22,21.9,0,0,60,0,0,9/13/2015 10:45,2015-09-13_10:44:51
1,1002,Sera 2,16.4,0,0,1,22,21.9,0,0,60,0,0,9/13/2015 10:45,2015-09-13_10:44:51
1,1002,Sera 2,16.9,0,0,1,22,22.7,0,0,58,0,0,9/13/2015 11:00,2015-09-13_10:59:51
1,1002,Sera 2,16.9,0,0,1,22,22.7,0,0,58,0,0,9/13/2015 11:00,2015-09-13_10:59:51
1,1002,Sera 2,16.9,0,0,1,22,22.7,0,0,58,0,0,9/13/2015 11:00,2015-09-13_10:59:51
1,1002,Sera 2,18,0,0,1,22,24,0,0,55,23,24,9/13/2015 11:15,2015-09-13_11:14:51
1,1002,Sera 2,18,0,0,1,22,24,0,0,55,23,24,9/13/2015 11:15,2015-09-13_11:14:51
1,1002,Sera 2,18,0,0,1,22,24,0,0,55,23,24,9/13/2015 11:15,2015-09-13_11:14:51
1,1002,Sera 2,18.5,0,0,1,22,24.8,0,0,52,69,70,9/13/2015 11:30,2015-09-13_11:29:51
1,1002,Sera 2,18.5,0,0,1,22,24.8,0,0,52,69,70,9/13/2015 11:30,2015-09-13_11:29:51
1,1002,Sera 2,18.5,0,0,1,22,24.8,0,0,52,69,70,9/13/2015 11:30,2015-09-13_11:29:51
1,1002,Sera 2,19.5,0,0,1,22,26.4,0,0,48,100,100,9/13/2015 11:45,2015-09-13_11:44:51
1,1002,Sera 2,19.5,0,0,1,22,26.4,0,0,48,100,100,9/13/2015 11:45,2015-09-13_11:44:51
1,1002,Sera 2,19.5,0,0,1,22,26.4,0,0,48,100,100,9/13/2015 11:45,2015-09-13_11:44:51
1,1002,Sera 2,20.1,0,0,1,22,27.4,0,0,46,100,100,9/13/2015 12:00,2015-09-13_11:59:51
1,1002,Sera 2,20.1,0,0,1,22,27.4,0,0,46,100,100,9/13/2015 12:00,2015-09-13_11:59:51
1,1002,Sera 2,20.1,0,0,1,22,27.4,0,0,46,100,100,9/13/2015 12:00,2015-09-13_11:59:51
1,1002,Sera 2,21.6,0,0,1,22,28.7,0,0,43,100,100,9/13/2015 12:15,2015-09-13_12:14:51
1,1002,Sera 2,21.6,0,0,1,22,28.7,0,0,43,100,100,9/13/2015 12:15,2015-09-13_12:14:51
1,1002,Sera 2,21.6,0,0,1,22,28.7,0,0,43,100,100,9/13/2015 12:15,2015-09-13_12:14:51
1,1002,Sera 2,21.4,0,0,1,22,26.2,0,0,49,100,100,9/13/2015 12:30,2015-09-13_12:29:51
1,1002,Sera 2,21.4,0,0,1,22,26.2,0,0,49,100,100,9/13/2015 12:30,2015-09-13_12:29:51
1,1002,Sera 2,21.4,0,0,1,22,26.2,0,0,49,100,100,9/13/2015 12:30,2015-09-13_12:29:51
1,1002,Sera 2,22.7,0,0,1,22,26.6,0,0,48,100,100,9/13/2015 12:45,2015-09-13_12:44:51
1,1002,Sera 2,22.7,0,0,1,22,26.6,0,0,48,100,100,9/13/2015 12:45,2015-09-13_12:44:51
1,1002,Sera 2,22.7,0,0,1,22,26.6,0,0,48,100,100,9/13/2015 12:45,2015-09-13_12:44:51
1,1002,Sera 2,23.1,0,0,1,22,27.5,0,0,46,100,100,9/13/2015 13:00,2015-09-13_12:59:51
1,1002,Sera 2,23.1,0,0,1,22,27.5,0,0,46,100,100,9/13/2015 13:00,2015-09-13_12:59:51
1,1002,Sera 2,23.1,0,0,1,22,27.5,0,0,46,100,100,9/13/2015 13:00,2015-09-13_12:59:51
1,1002,Sera 2,24.4,0,0,1,22,29.2,0,0,43,100,100,9/13/2015 13:15,2015-09-13_13:14:51
1,1002,Sera 2,24.4,0,0,1,22,29.2,0,0,43,100,100,9/13/2015 13:15,2015-09-13_13:14:51
1,1002,Sera 2,24.4,0,0,1,22,29.2,0,0,43,100,100,9/13/2015 13:15,2015-09-13_13:14:51
1,1002,Sera 2,34,0,0,1,22,29,0,0,41,100,100,9/13/2015 13:30,2015-09-13_13:29:51
1,1002,Sera 2,34,0,0,1,22,29,0,0,41,100,100,9/13/2015 13:30,2015-09-13_13:29:51
1,1002,Sera 2,34,0,0,1,22,29,0,0,41,100,100,9/13/2015 13:30,2015-09-13_13:29:51
1,1002,Sera 2,38.4,0,0,1,22,29.6,0,0,41,100,100,9/13/2015 13:45,2015-09-13_13:44:51
1,1002,Sera 2,38.4,0,0,1,22,29.6,0,0,41,100,100,9/13/2015 13:45,2015-09-13_13:44:51
1,1002,Sera 2,38.4,0,0,1,22,29.6,0,0,41,100,100,9/13/2015 13:45,2015-09-13_13:44:51
1,1002,Sera 2,40.2,0,0,1,22,29.4,0,0,41,100,100,9/13/2015 14:00,2015-09-13_13:59:51
1,1002,Sera 2,40.2,0,0,1,22,29.4,0,0,41,100,100,9/13/2015 14:00,2015-09-13_13:59:51
1,1002,Sera 2,40.2,0,0,1,22,29.4,0,0,41,100,100,9/13/2015 14:00,2015-09-13_13:59:51
1,1002,Sera 2,41,0,0,1,22,30.4,0,0,38,100,100,9/13/2015 14:15,2015-09-13_14:14:51
1,1002,Sera 2,41,0,0,1,22,30.4,0,0,38,100,100,9/13/2015 14:15,2015-09-13_14:14:51
1,1002,Sera 2,41,0,0,1,22,30.4,0,0,38,100,100,9/13/2015 14:15,2015-09-13_14:14:51
1,1002,Sera 2,45.2,0,0,1,22,30.8,0,0,37,100,100,9/13/2015 14:30,2015-09-13_14:29:51
1,1002,Sera 2,45.2,0,0,1,22,30.8,0,0,37,100,100,9/13/2015 14:30,2015-09-13_14:29:51
1,1002,Sera 2,45.2,0,0,1,22,30.8,0,0,37,100,100,9/13/2015 14:30,2015-09-13_14:29:51
1,1002,Sera 2,35.5,0,0,1,22,31.3,0,0,36,100,100,9/13/2015 14:45,2015-09-13_14:44:51
1,1002,Sera 2,35.5,0,0,1,22,31.3,0,0,36,100,100,9/13/2015 14:45,2015-09-13_14:44:51
1,1002,Sera 2,35.5,0,0,1,22,31.3,0,0,36,100,100,9/13/2015 14:45,2015-09-13_14:44:51
1,1002,Sera 2,28.6,0,0,1,22,31.9,0,0,35,100,100,9/13/2015 15:00,2015-09-13_14:59:51
1,1002,Sera 2,28.6,0,0,1,22,31.9,0,0,35,100,100,9/13/2015 15:00,2015-09-13_14:59:51
1,1002,Sera 2,28.6,0,0,1,22,31.9,0,0,35,100,100,9/13/2015 15:00,2015-09-13_14:59:51
1,1002,Sera 2,26.8,0,0,1,22,31.9,0,0,35,100,100,9/13/2015 15:15,2015-09-13_15:14:51
1,1002,Sera 2,26.8,0,0,1,22,31.9,0,0,35,100,100,9/13/2015 15:15,2015-09-13_15:14:51
1,1002,Sera 2,26.8,0,0,1,22,31.9,0,0,35,100,100,9/13/2015 15:15,2015-09-13_15:14:51
1,1002,Sera 2,27.5,0,0,1,22,32.2,0,0,35,100,100,9/13/2015 15:30,2015-09-13_15:29:51
1,1002,Sera 2,27.5,0,0,1,22,32.2,0,0,35,100,100,9/13/2015 15:30,2015-09-13_15:29:51
1,1002,Sera 2,27.5,0,0,1,22,32.2,0,0,35,100,100,9/13/2015 15:30,2015-09-13_15:29:51
1,1002,Sera 2,27.1,0,0,1,22,31.4,0,0,34,100,100,9/13/2015 15:45,2015-09-13_15:44:51
1,1002,Sera 2,27.1,0,0,1,22,31.4,0,0,34,100,100,9/13/2015 15:45,2015-09-13_15:44:51
1,1002,Sera 2,27.1,0,0,1,22,31.4,0,0,34,100,100,9/13/2015 15:45,2015-09-13_15:44:51
1,1002,Sera 2,26.6,0,0,1,22,31.3,0,0,33,100,100,9/13/2015 16:00,2015-09-13_15:59:51
1,1002,Sera 2,26.6,0,0,1,22,31.3,0,0,33,100,100,9/13/2015 16:00,2015-09-13_15:59:51
1,1002,Sera 2,26.6,0,0,1,22,31.3,0,0,33,100,100,9/13/2015 16:00,2015-09-13_15:59:51
1,1002,Sera 2,28.1,0,0,1,22,31,0,0,35,100,100,9/13/2015 16:15,2015-09-13_16:14:51
1,1002,Sera 2,28.1,0,0,1,22,31,0,0,35,100,100,9/13/2015 16:15,2015-09-13_16:14:51
1,1002,Sera 2,28.1,0,0,1,22,31,0,0,35,100,100,9/13/2015 16:15,2015-09-13_16:14:51
1,1002,Sera 2,28.5,0,0,1,22,30.9,0,0,33,100,100,9/13/2015 16:30,2015-09-13_16:29:51
1,1002,Sera 2,28.5,0,0,1,22,30.9,0,0,33,100,100,9/13/2015 16:30,2015-09-13_16:29:51
1,1002,Sera 2,28.5,0,0,1,22,30.9,0,0,33,100,100,9/13/2015 16:30,2015-09-13_16:29:51
1,1002,Sera 2,29.2,0,0,1,22,29.3,0,0,37,100,100,9/13/2015 16:45,2015-09-13_16:44:51
1,1002,Sera 2,29.2,0,0,1,22,29.3,0,0,37,100,100,9/13/2015 16:45,2015-09-13_16:44:51
1,1002,Sera 2,29.2,0,0,1,22,29.3,0,0,37,100,100,9/13/2015 16:45,2015-09-13_16:44:51
1,1002,Sera 2,29.1,0,0,1,22,30.1,0,0,34,100,100,9/13/2015 17:00,2015-09-13_16:59:52
1,1002,Sera 2,29.1,0,0,1,22,30.1,0,0,34,100,100,9/13/2015 17:00,2015-09-13_16:59:52
1,1002,Sera 2,29.1,0,0,1,22,30.1,0,0,34,100,100,9/13/2015 17:00,2015-09-13_16:59:52
1,1002,Sera 2,30.8,0,0,1,22,29.3,0,0,35,100,100,9/13/2015 17:15,2015-09-13_17:14:52
1,1002,Sera 2,30.8,0,0,1,22,29.3,0,0,35,100,100,9/13/2015 17:15,2015-09-13_17:14:52
1,1002,Sera 2,30.8,0,0,1,22,29.3,0,0,35,100,100,9/13/2015 17:15,2015-09-13_17:14:52
1,1002,Sera 2,30.6,0,0,1,22,28.6,0,0,36,100,100,9/13/2015 17:30,2015-09-13_17:29:52
1,1002,Sera 2,30.6,0,0,1,22,28.6,0,0,36,100,100,9/13/2015 17:30,2015-09-13_17:29:52
1,1002,Sera 2,30.6,0,0,1,22,28.6,0,0,36,100,100,9/13/2015 17:30,2015-09-13_17:29:52
1,1002,Sera 2,28.9,0,0,1,22,27.6,0,0,38,100,100,9/13/2015 17:45,2015-09-13_17:44:52
1,1002,Sera 2,28.9,0,0,1,22,27.6,0,0,38,100,100,9/13/2015 17:45,2015-09-13_17:44:52
1,1002,Sera 2,28.9,0,0,1,22,27.6,0,0,38,100,100,9/13/2015 17:45,2015-09-13_17:44:52
1,1002,Sera 2,29.3,0,0,1,22,26.7,0,0,38,100,100,9/13/2015 18:00,2015-09-13_17:59:52
1,1002,Sera 2,29.3,0,0,1,22,26.7,0,0,38,100,100,9/13/2015 18:00,2015-09-13_17:59:52
1,1002,Sera 2,29.3,0,0,1,22,26.7,0,0,38,100,100,9/13/2015 18:00,2015-09-13_17:59:52
1,1002,Sera 2,26.7,0,0,1,22,26.3,0,0,40,100,100,9/13/2015 18:15,2015-09-13_18:14:52
1,1002,Sera 2,26.7,0,0,1,22,26.3,0,0,40,100,100,9/13/2015 18:15,2015-09-13_18:14:52
1,1002,Sera 2,26.7,0,0,1,22,26.3,0,0,40,100,100,9/13/2015 18:15,2015-09-13_18:14:52
1,1002,Sera 2,24.6,0,0,1,22,25.7,0,0,42,100,100,9/13/2015 18:30,2015-09-13_18:29:52
1,1002,Sera 2,24.6,0,0,1,22,25.7,0,0,42,100,100,9/13/2015 18:30,2015-09-13_18:29:52
1,1002,Sera 2,24.6,0,0,1,22,25.7,0,0,42,100,100,9/13/2015 18:30,2015-09-13_18:29:52
1,1002,Sera 2,22.8,0,0,1,22,25,0,0,45,100,100,9/13/2015 18:45,2015-09-13_18:44:52
1,1002,Sera 2,22.8,0,0,1,22,25,0,0,45,100,100,9/13/2015 18:45,2015-09-13_18:44:52
1,1002,Sera 2,22.8,0,0,1,22,25,0,0,45,100,100,9/13/2015 18:45,2015-09-13_18:44:52
1,1002,Sera 2,22,0,0,1,22,25.6,0,0,46,100,100,9/13/2015 19:00,2015-09-13_18:59:52
1,1002,Sera 2,22,0,0,1,22,25.6,0,0,46,100,100,9/13/2015 19:00,2015-09-13_18:59:52
1,1002,Sera 2,22,0,0,1,22,25.6,0,0,46,100,100,9/13/2015 19:00,2015-09-13_18:59:52
1,1002,Sera 2,20.6,0,0,1,22,24.8,0,0,48,100,100,9/13/2015 19:15,2015-09-13_19:14:52
1,1002,Sera 2,20.6,0,0,1,22,24.8,0,0,48,100,100,9/13/2015 19:15,2015-09-13_19:14:52
1,1002,Sera 2,20.6,0,0,1,22,24.8,0,0,48,100,100,9/13/2015 19:15,2015-09-13_19:14:52
1,1002,Sera 2,19.6,0,0,1,22,23.5,0,0,53,100,100,9/13/2015 19:30,2015-09-13_19:29:52
1,1002,Sera 2,19.6,0,0,1,22,23.5,0,0,53,100,100,9/13/2015 19:30,2015-09-13_19:29:52
1,1002,Sera 2,19.6,0,0,1,22,23.5,0,0,53,100,100,9/13/2015 19:30,2015-09-13_19:29:52
1,1002,Sera 2,18.1,0,0,1,22,22.2,0,0,59,100,100,9/13/2015 19:45,2015-09-13_19:44:52
1,1002,Sera 2,18.1,0,0,1,22,22.2,0,0,59,100,100,9/13/2015 19:45,2015-09-13_19:44:52
1,1002,Sera 2,18.1,0,0,1,22,22.2,0,0,59,100,100,9/13/2015 19:45,2015-09-13_19:44:52
1,1002,Sera 2,17,0,0,1,22,21.1,0,0,63,100,100,9/13/2015 20:00,2015-09-13_19:59:52
1,1002,Sera 2,17,0,0,1,22,21.1,0,0,63,100,100,9/13/2015 20:00,2015-09-13_19:59:52
1,1002,Sera 2,17,0,0,1,22,21.1,0,0,63,100,100,9/13/2015 20:00,2015-09-13_19:59:52
1,1002,Sera 2,15.9,0,0,1,22,20.1,0,0,67,100,100,9/13/2015 20:15,2015-09-13_20:14:52
1,1002,Sera 2,15.9,0,0,1,22,20.1,0,0,67,100,100,9/13/2015 20:15,2015-09-13_20:14:52
1,1002,Sera 2,15.9,0,0,1,22,20.1,0,0,67,100,100,9/13/2015 20:15,2015-09-13_20:14:52
1,1002,Sera 2,15.3,0,0,1,22,19.5,0,0,70,100,100,9/13/2015 20:30,2015-09-13_20:29:52
1,1002,Sera 2,15.3,0,0,1,22,19.5,0,0,70,100,100,9/13/2015 20:30,2015-09-13_20:29:52
1,1002,Sera 2,15.3,0,0,1,22,19.5,0,0,70,100,100,9/13/2015 20:30,2015-09-13_20:29:52
1,1002,Sera 2,14.7,0,0,1,22,18.9,0,0,72,100,100,9/13/2015 20:45,2015-09-13_20:44:52
1,1002,Sera 2,14.7,0,0,1,22,18.9,0,0,72,100,100,9/13/2015 20:45,2015-09-13_20:44:52
1,1002,Sera 2,14.7,0,0,1,22,18.9,0,0,72,100,100,9/13/2015 20:45,2015-09-13_20:44:52
1,1002,Sera 2,14.6,0,0,1,22,18.6,0,0,73,100,100,9/13/2015 21:00,2015-09-13_20:59:52
1,1002,Sera 2,14.6,0,0,1,22,18.6,0,0,73,100,100,9/13/2015 21:00,2015-09-13_20:59:52
1,1002,Sera 2,14.6,0,0,1,22,18.6,0,0,73,100,100,9/13/2015 21:00,2015-09-13_20:59:52
1,1002,Sera 2,14.2,0,0,1,22,18.2,0,0,73,100,100,9/13/2015 21:15,2015-09-13_21:14:52
1,1002,Sera 2,14.2,0,0,1,22,18.2,0,0,73,100,100,9/13/2015 21:15,2015-09-13_21:14:52
1,1002,Sera 2,14.2,0,0,1,22,18.2,0,0,73,100,100,9/13/2015 21:15,2015-09-13_21:14:52
1,1002,Sera 2,13.8,0,0,1,22,17.8,0,0,74,100,100,9/13/2015 21:30,2015-09-13_21:29:52
1,1002,Sera 2,13.8,0,0,1,22,17.8,0,0,74,100,100,9/13/2015 21:30,2015-09-13_21:29:52
1,1002,Sera 2,13.8,0,0,1,22,17.8,0,0,74,100,100,9/13/2015 21:30,2015-09-13_21:29:52
1,1002,Sera 2,13.4,0,0,1,22,17.6,0,0,74,100,100,9/13/2015 21:45,2015-09-13_21:44:52
1,1002,Sera 2,13.4,0,0,1,22,17.6,0,0,74,100,100,9/13/2015 21:45,2015-09-13_21:44:52
1,1002,Sera 2,13.4,0,0,1,22,17.6,0,0,74,100,100,9/13/2015 21:45,2015-09-13_21:44:52
1,1002,Sera 2,13.1,0,0,1,22,17.3,0,0,75,100,100,9/13/2015 22:00,2015-09-13_21:59:52
1,1002,Sera 2,13.1,0,0,1,22,17.3,0,0,75,100,100,9/13/2015 22:00,2015-09-13_21:59:52
1,1002,Sera 2,13.1,0,0,1,22,17.3,0,0,75,100,100,9/13/2015 22:00,2015-09-13_21:59:52
1,1002,Sera 2,12.9,0,0,1,22,17.1,0,0,75,100,100,9/13/2015 22:15,2015-09-13_22:14:52
1,1002,Sera 2,12.9,0,0,1,22,17.1,0,0,75,100,100,9/13/2015 22:15,2015-09-13_22:14:52
1,1002,Sera 2,12.9,0,0,1,22,17.1,0,0,75,100,100,9/13/2015 22:15,2015-09-13_22:14:52
1,1002,Sera 2,12.6,0,0,1,22,16.8,0,0,76,100,100,9/13/2015 22:30,2015-09-13_22:29:52
1,1002,Sera 2,12.6,0,0,1,22,16.8,0,0,76,100,100,9/13/2015 22:30,2015-09-13_22:29:52
1,1002,Sera 2,12.6,0,0,1,22,16.8,0,0,76,100,100,9/13/2015 22:30,2015-09-13_22:29:52
1,1002,Sera 2,12.5,0,0,1,22,16.7,0,0,76,100,100,9/13/2015 22:45,2015-09-13_22:44:52
1,1002,Sera 2,12.5,0,0,1,22,16.7,0,0,76,100,100,9/13/2015 22:45,2015-09-13_22:44:52
1,1002,Sera 2,12.5,0,0,1,22,16.7,0,0,76,100,100,9/13/2015 22:45,2015-09-13_22:44:52
1,1002,Sera 2,12.1,0,0,1,22,16.5,0,0,77,100,100,9/13/2015 23:00,2015-09-13_22:59:52
1,1002,Sera 2,12.1,0,0,1,22,16.5,0,0,77,100,100,9/13/2015 23:00,2015-09-13_22:59:52
1,1002,Sera 2,12.1,0,0,1,22,16.5,0,0,77,100,100,9/13/2015 23:00,2015-09-13_22:59:52
1,1002,Sera 2,12,0,0,1,22,16.2,0,0,77,100,100,9/13/2015 23:15,2015-09-13_23:14:52
1,1002,Sera 2,12,0,0,1,22,16.2,0,0,77,100,100,9/13/2015 23:15,2015-09-13_23:14:52
1,1002,Sera 2,12,0,0,1,22,16.2,0,0,77,100,100,9/13/2015 23:15,2015-09-13_23:14:52
1,1002,Sera 2,11.7,0,0,1,22,16.1,0,0,77,100,100,9/13/2015 23:30,2015-09-13_23:29:52
1,1002,Sera 2,11.7,0,0,1,22,16.1,0,0,77,100,100,9/13/2015 23:30,2015-09-13_23:29:52
1,1002,Sera 2,11.7,0,0,1,22,16.1,0,0,77,100,100,9/13/2015 23:30,2015-09-13_23:29:52
1,1002,Sera 2,11.9,0,0,1,22,16,0,0,78,100,100,9/13/2015 23:45,2015-09-13_23:44:52
1,1002,Sera 2,11.9,0,0,1,22,16,0,0,78,100,100,9/13/2015 23:45,2015-09-13_23:44:52
1,1002,Sera 2,11.9,0,0,1,22,16,0,0,78,100,100,9/13/2015 23:45,2015-09-13_23:44:52
1,1002,Sera 2,25.2,0,0,1,22,15.8,0,0,77,100,100,9/14/2015 0:00,2015-09-13_23:59:52
1,1002,Sera 2,25.2,0,0,1,22,15.8,0,0,77,100,100,9/14/2015 0:00,2015-09-13_23:59:52
1,1002,Sera 2,25.2,0,0,1,22,15.8,0,0,77,100,100,9/14/2015 0:00,2015-09-13_23:59:52
1,1002,Sera 2,12.5,0,0,1,22,15.6,0,0,77,0,0,9/14/2015 0:15,2015-09-14_00:14:52
1,1002,Sera 2,12.5,0,0,1,22,15.6,0,0,77,0,0,9/14/2015 0:15,2015-09-14_00:14:52
1,1002,Sera 2,12.5,0,0,1,22,15.6,0,0,77,0,0,9/14/2015 0:15,2015-09-14_00:14:52
1,1002,Sera 2,11.4,0,0,1,22,15.5,0,0,77,0,0,9/14/2015 0:30,2015-09-14_00:29:52
1,1002,Sera 2,11.4,0,0,1,22,15.5,0,0,77,0,0,9/14/2015 0:30,2015-09-14_00:29:52
1,1002,Sera 2,11.4,0,0,1,22,15.5,0,0,77,0,0,9/14/2015 0:30,2015-09-14_00:29:52
1,1002,Sera 2,11.1,0,0,1,22,15.4,0,0,77,0,0,9/14/2015 0:45,2015-09-14_00:44:52
1,1002,Sera 2,11.1,0,0,1,22,15.4,0,0,77,0,0,9/14/2015 0:45,2015-09-14_00:44:52
1,1002,Sera 2,11.1,0,0,1,22,15.4,0,0,77,0,0,9/14/2015 0:45,2015-09-14_00:44:52
1,1002,Sera 2,11.3,0,0,1,22,15.4,0,0,77,0,0,9/14/2015 1:00,2015-09-14_00:59:52
1,1002,Sera 2,11.3,0,0,1,22,15.4,0,0,77,0,0,9/14/2015 1:00,2015-09-14_00:59:52
1,1002,Sera 2,11.3,0,0,1,22,15.4,0,0,77,0,0,9/14/2015 1:00,2015-09-14_00:59:52
1,1002,Sera 2,11,0,0,1,22,15.3,0,0,78,0,0,9/14/2015 1:15,2015-09-14_01:14:52
1,1002,Sera 2,11,0,0,1,22,15.3,0,0,78,0,0,9/14/2015 1:15,2015-09-14_01:14:52
1,1002,Sera 2,11,0,0,1,22,15.3,0,0,78,0,0,9/14/2015 1:15,2015-09-14_01:14:52
1,1002,Sera 2,11,0,0,1,22,15.2,0,0,78,0,0,9/14/2015 1:30,2015-09-14_01:29:52
1,1002,Sera 2,11,0,0,1,22,15.2,0,0,78,0,0,9/14/2015 1:30,2015-09-14_01:29:52
1,1002,Sera 2,11,0,0,1,22,15.2,0,0,78,0,0,9/14/2015 1:30,2015-09-14_01:29:52
1,1002,Sera 2,10.7,0,0,1,22,15.1,0,0,78,0,0,9/14/2015 1:45,2015-09-14_01:44:52
1,1002,Sera 2,10.7,0,0,1,22,15.1,0,0,78,0,0,9/14/2015 1:45,2015-09-14_01:44:52
1,1002,Sera 2,10.7,0,0,1,22,15.1,0,0,78,0,0,9/14/2015 1:45,2015-09-14_01:44:52
1,1002,Sera 2,10.6,0,0,1,22,15,0,0,78,0,0,9/14/2015 2:00,2015-09-14_01:59:52
1,1002,Sera 2,10.6,0,0,1,22,15,0,0,78,0,0,9/14/2015 2:00,2015-09-14_01:59:52
1,1002,Sera 2,10.6,0,0,1,22,15,0,0,78,0,0,9/14/2015 2:00,2015-09-14_01:59:52
1,1002,Sera 2,10.5,0,0,1,22,14.8,0,0,78,0,0,9/14/2015 2:15,2015-09-14_02:14:52
1,1002,Sera 2,10.5,0,0,1,22,14.8,0,0,78,0,0,9/14/2015 2:15,2015-09-14_02:14:52
1,1002,Sera 2,10.5,0,0,1,22,14.8,0,0,78,0,0,9/14/2015 2:15,2015-09-14_02:14:52
1,1002,Sera 2,10.3,0,0,1,22,14.6,0,0,78,0,0,9/14/2015 2:30,2015-09-14_02:29:52
